﻿일,유종,WTI
03월 05일,,81.50
03월 08일,,81.87
03월 09일,,81.49
03월 10일,,82.09
03월 11일,,82.11
03월 12일,,81.24
03월 15일,,79.80
03월 16일,,81.70
03월 17일,,82.93
03월 18일,,82.20
03월 19일,,80.68
03월 22일,,81.25
03월 23일,,81.91
03월 24일,,80.61
03월 25일,,80.53
03월 26일,,80.00
03월 29일,,82.17
03월 30일,,82.37
03월 31일,,83.76
04월 01일,,84.87
04월 05일,,86.62
04월 06일,,86.84
04월 07일,,85.88
04월 08일,,85.39
04월 09일,,84.92
04월 12일,,84.34
04월 13일,,84.05
04월 14일,,85.84
04월 15일,,85.51
04월 16일,,83.24
04월 19일,,81.45
04월 20일,,83.45
04월 21일,,83.68
04월 22일,,83.70
04월 23일,,85.12
04월 26일,,84.20
04월 27일,,82.44
04월 28일,,83.22
04월 29일,,85.17
04월 30일,,86.15
05월 03일,,86.19
05월 04일,,82.74
05월 05일,,79.97
05월 06일,,77.11
05월 07일,,75.11
05월 10일,,76.80
05월 11일,,76.37
05월 12일,,75.65
05월 13일,,74.40
05월 14일,,71.61
05월 17일,,70.08
05월 18일,,69.41
05월 19일,,69.87
05월 20일,,68.01
05월 21일,,70.04
05월 24일,,70.21
05월 25일,,68.75
05월 26일,,71.51
05월 27일,,74.55
05월 28일,,73.97
06월 01일,,72.58
06월 02일,,72.86
06월 03일,,74.61
06월 04일,,71.51
06월 07일,,71.44
06월 08일,,71.99
06월 09일,,74.38
06월 10일,,75.48
06월 11일,,73.78
06월 14일,,75.12
06월 15일,,76.94
06월 16일,,77.67
06월 17일,,76.79
06월 18일,,77.18
06월 21일,,77.82
06월 22일,,77.21
06월 23일,,76.35
06월 24일,,76.51
06월 25일,,78.86
06월 28일,,78.25
06월 29일,,75.94
06월 30일,,75.63
07월 01일,,72.95
07월 02일,,72.14
07월 06일,,71.98
07월 07일,,74.07
07월 08일,,75.44
07월 09일,,76.09
07월 12일,,74.95
07월 13일,,77.15
07월 14일,,77.04
07월 15일,,76.62
07월 16일,,76.01
07월 19일,,76.54
07월 20일,,77.44
07월 21일,,76.56
07월 22일,,79.30
07월 23일,,78.98
07월 26일,,78.98
07월 27일,,77.50
07월 28일,,76.99
07월 29일,,78.36
07월 30일,,78.95
08월 02일,,81.34
08월 03일,,82.55
08월 04일,,82.47
08월 05일,,82.01
08월 06일,,80.70
08월 09일,,81.48
08월 10일,,80.25
08월 11일,,78.02
08월 12일,,75.74
08월 13일,,75.39
08월 16일,,75.24
08월 17일,,75.77
08월 18일,,75.42
08월 19일,,74.43
08월 20일,,73.46
08월 23일,,73.10
08월 24일,,71.63
08월 25일,,72.52
08월 26일,,73.36
08월 27일,,75.17
08월 30일,,74.70
08월 31일,,71.92
09월 01일,,73.91
09월 02일,,75.02
09월 03일,,74.60
09월 07일,,74.09
09월 08일,,74.67
09월 09일,,74.25
09월 10일,,76.45
09월 13일,,77.19
09월 14일,,76.80
09월 15일,,76.02
09월 16일,,74.57
09월 17일,,73.66
09월 20일,,74.86
09월 21일,,73.52
09월 22일,,74.71
09월 23일,,75.18
09월 24일,,76.49
09월 27일,,76.52
09월 28일,,76.18
09월 29일,,77.86
09월 30일,,79.97
10월 01일,,81.58
10월 04일,,81.47
10월 05일,,82.82
10월 06일,,83.23
10월 07일,,81.67
10월 08일,,82.66
10월 11일,,82.21
10월 12일,,81.67
10월 13일,,83.01
10월 14일,,82.69
10월 15일,,81.25
10월 18일,,83.08
10월 19일,,79.49
10월 20일,,81.77
10월 21일,,80.56
10월 22일,,81.69
10월 25일,,82.52
10월 26일,,82.55
10월 27일,,81.94
10월 28일,,82.18
10월 29일,,81.43
11월 01일,,82.95
11월 02일,,83.90
11월 03일,,84.69
11월 04일,,86.49
11월 05일,,86.85
11월 08일,,87.06
11월 09일,,86.72
11월 10일,,87.81
11월 11일,,87.81
11월 12일,,84.88
11월 15일,,84.86
11월 16일,,82.34
11월 17일,,80.44
11월 18일,,81.85
11월 19일,,81.51
11월 22일,,81.74
11월 23일,,81.25
11월 24일,,83.86
11월 26일,,83.76
11월 29일,,85.73
11월 30일,,84.11
12월 01일,,86.75
12월 02일,,88.00
12월 03일,,89.19
12월 06일,,89.38
12월 07일,,88.69
12월 08일,,88.28
12월 09일,,88.37
12월 10일,,87.79
12월 13일,,88.61
12월 14일,,88.28
12월 15일,,88.62
12월 16일,,87.70
12월 17일,,88.02
12월 20일,,88.81
12월 21일,,89.82
12월 22일,,90.48
12월 23일,,91.51
12월 27일,,91.00
12월 28일,,91.49
12월 29일,,91.12
12월 30일,,89.84
12월 31일,,91.38
01월 03일,,91.55
01월 04일,,89.38
01월 05일,,90.30
01월 06일,,88.38
01월 07일,,88.03
01월 10일,,89.25
01월 11일,,91.11
01월 12일,,91.86
01월 13일,,91.40
01월 14일,,91.54
01월 18일,,91.38
01월 19일,,90.86
01월 20일,,88.86
01월 21일,,89.11
01월 24일,,87.87
01월 25일,,86.19
01월 26일,,87.33
01월 27일,,85.64
01월 28일,,89.34
01월 31일,,92.19
02월 01일,,90.77
02월 02일,,90.86
02월 03일,,90.54
02월 04일,,89.03
02월 07일,,87.48
02월 08일,,86.94
02월 09일,,86.71
02월 10일,,86.73
02월 11일,,85.58
02월 14일,,84.81
02월 15일,,84.32
02월 16일,,84.99
02월 17일,,86.36
02월 18일,,86.20
02월 22일,,93.57
02월 23일,,98.10
02월 24일,,97.28
02월 25일,,97.88
02월 28일,,96.97
03월 01일,,99.63
03월 02일,,102.23
03월 03일,,101.91
03월 04일,,104.42
03월 07일,,105.44
03월 08일,,105.02
03월 09일,,104.38
03월 10일,,102.70
03월 11일,,101.16
03월 14일,,101.19
03월 15일,,97.18
03월 16일,,97.98
03월 17일,,101.42
03월 18일,,101.07
03월 21일,,102.33
03월 22일,,104.00
03월 23일,,105.75
03월 24일,,105.60
03월 25일,,105.40
03월 28일,,103.98
03월 29일,,104.79
03월 30일,,104.27
03월 31일,,106.72
04월 01일,,107.94
04월 04일,,108.47
04월 05일,,108.34
04월 06일,,108.83
04월 07일,,110.30
04월 08일,,112.79
04월 11일,,109.92
04월 12일,,106.25
04월 13일,,107.11
04월 14일,,108.11
04월 15일,,109.66
04월 18일,,107.12
04월 19일,,108.15
04월 20일,,111.45
04월 21일,,112.29
04월 25일,,112.28
04월 26일,,112.21
04월 27일,,112.76
04월 28일,,112.86
04월 29일,,113.93
05월 02일,,113.52
05월 03일,,111.05
05월 04일,,109.24
05월 05일,,99.80
05월 06일,,97.18
05월 09일,,102.55
05월 10일,,103.88
05월 11일,,98.21
05월 12일,,98.97
05월 13일,,99.65
05월 16일,,97.37
05월 17일,,96.91
05월 18일,,100.10
05월 19일,,98.44
05월 20일,,99.49
05월 23일,,97.70
05월 24일,,99.59
05월 25일,,101.32
05월 26일,,100.23
05월 27일,,100.59
05월 31일,,102.70
06월 01일,,100.29
06월 02일,,100.40
06월 03일,,100.22
06월 06일,,99.01
06월 07일,,99.09
06월 08일,,100.74
06월 09일,,101.93
06월 10일,,99.29
06월 13일,,97.30
06월 14일,,99.37
06월 15일,,94.81
06월 16일,,94.95
06월 17일,,93.01
06월 20일,,93.26
06월 21일,,93.40
06월 22일,,95.41
06월 23일,,91.02
06월 24일,,91.16
06월 27일,,90.61
06월 28일,,92.89
06월 29일,,94.77
06월 30일,,95.42
07월 01일,,94.94
07월 05일,,96.89
07월 06일,,96.65
07월 07일,,98.67
07월 08일,,96.20
07월 11일,,95.15
07월 12일,,97.43
07월 13일,,98.05
07월 14일,,95.69
07월 15일,,97.24
07월 18일,,95.93
07월 19일,,97.50
07월 20일,,98.14
07월 21일,,99.13
07월 22일,,99.87
07월 25일,,99.20
07월 26일,,99.59
07월 27일,,97.40
07월 28일,,97.44
07월 29일,,95.70
08월 01일,,94.89
08월 02일,,93.79
08월 03일,,91.93
08월 04일,,86.63
08월 05일,,86.88
08월 08일,,81.31
08월 09일,,79.30
08월 10일,,82.89
08월 11일,,85.72
08월 12일,,85.38
08월 15일,,87.88
08월 16일,,86.65
08월 17일,,87.58
08월 18일,,82.38
08월 19일,,82.26
08월 22일,,84.12
08월 23일,,85.44
08월 24일,,85.16
08월 25일,,85.30
08월 26일,,85.37
08월 29일,,87.27
08월 30일,,88.90
08월 31일,,88.81
09월 01일,,88.93
09월 02일,,86.45
09월 06일,,86.02
09월 07일,,89.34
09월 08일,,89.05
09월 09일,,87.24
09월 12일,,88.19
09월 13일,,90.21
09월 14일,,88.91
09월 15일,,89.40
09월 16일,,87.96
09월 19일,,85.70
09월 20일,,86.89
09월 21일,,85.92
09월 22일,,80.51
09월 23일,,79.85
09월 26일,,80.24
09월 27일,,84.45
09월 28일,,81.21
09월 29일,,82.14
09월 30일,,79.20
10월 03일,,77.61
10월 04일,,75.67
10월 05일,,79.68
10월 06일,,82.59
10월 07일,,82.98
10월 10일,,85.41
10월 11일,,85.81
10월 12일,,85.57
10월 13일,,84.23
10월 14일,,86.80
10월 17일,,86.38
10월 18일,,88.34
10월 19일,,86.11
10월 20일,,85.30
10월 21일,,87.40
10월 24일,,91.27
10월 25일,,93.17
10월 26일,,90.20
10월 27일,,93.96
10월 28일,,93.32
10월 31일,,93.19
11월 01일,,92.19
11월 02일,,92.51
11월 03일,,94.07
11월 04일,,94.26
11월 07일,,95.52
11월 08일,,96.80
11월 09일,,95.74
11월 10일,,97.78
11월 11일,,98.99
11월 14일,,98.14
11월 15일,,99.37
11월 16일,,102.59
11월 17일,,98.82
11월 18일,,97.41
11월 21일,,96.92
11월 22일,,98.01
11월 23일,,96.17
11월 25일,,96.77
11월 28일,,98.21
11월 29일,,99.79
11월 30일,,100.36
12월 01일,,100.20
12월 02일,,100.96
12월 05일,,100.99
12월 06일,,101.28
12월 07일,,100.49
12월 08일,,98.34
12월 09일,,99.41
12월 12일,,97.77
12월 13일,,100.14
12월 14일,,94.95
12월 15일,,93.87
12월 16일,,93.53
12월 19일,,93.88
12월 20일,,97.22
12월 21일,,98.67
12월 22일,,99.53
12월 23일,,99.68
12월 27일,,101.34
12월 28일,,99.36
12월 29일,,99.65
12월 30일,,98.83
01월 03일,,102.96
01월 04일,,103.22
01월 05일,,101.81
01월 06일,,101.56
01월 09일,,101.31
01월 10일,,102.24
01월 11일,,100.87
01월 12일,,99.10
01월 13일,,98.70
01월 17일,,100.71
01월 18일,,100.59
01월 19일,,100.39
01월 20일,,98.46
01월 23일,,99.58
01월 24일,,98.95
01월 25일,,99.40
01월 26일,,99.70
01월 27일,,99.56
01월 30일,,98.78
01월 31일,,98.48
02월 01일,,97.61
02월 02일,,96.36
02월 03일,,97.84
02월 06일,,96.91
02월 07일,,98.41
02월 08일,,98.71
02월 09일,,99.84
02월 10일,,98.67
02월 13일,,100.91
02월 14일,,100.74
02월 15일,,101.80
02월 16일,,102.32
02월 17일,,103.24
02월 21일,,105.84
02월 22일,,106.28
02월 23일,,107.83
02월 24일,,109.77
02월 27일,,108.56
02월 28일,,106.55
02월 29일,,107.07
03월 01일,,108.84
03월 02일,,106.70
03월 05일,,106.72
03월 06일,,104.70
03월 07일,,106.16
03월 08일,,106.58
03월 09일,,107.40
03월 12일,,106.34
03월 13일,,106.71
03월 14일,,105.43
03월 15일,,105.11
03월 16일,,107.06
03월 19일,,108.09
03월 20일,,105.61
03월 21일,,107.27
03월 22일,,105.35
03월 23일,,106.87
03월 26일,,107.03
03월 27일,,107.33
03월 28일,,105.41
03월 29일,,102.78
03월 30일,,103.02
04월 02일,,105.23
04월 03일,,104.01
04월 04일,,101.47
04월 05일,,103.31
04월 09일,,102.46
04월 10일,,101.02
04월 11일,,102.70
04월 12일,,103.64
04월 13일,,102.83
04월 16일,,102.93
04월 17일,,104.20
04월 18일,,102.67
04월 19일,,102.27
04월 20일,,103.05
04월 23일,,103.11
04월 24일,,103.55
04월 25일,,104.12
04월 26일,,104.55
04월 27일,,104.93
04월 30일,,104.87
05월 01일,,106.16
05월 02일,,105.22
05월 03일,,102.54
05월 04일,,98.49
05월 07일,,97.94
05월 08일,,97.01
05월 09일,,96.81
05월 10일,,97.08
05월 11일,,96.13
05월 14일,,94.78
05월 15일,,93.98
05월 16일,,92.81
05월 17일,,92.56
05월 18일,,91.48
05월 21일,,92.57
05월 22일,,91.66
05월 23일,,89.90
05월 24일,,90.66
05월 25일,,90.86
05월 29일,,90.76
05월 30일,,87.82
05월 31일,,86.53
06월 01일,,83.23
06월 04일,,83.98
06월 05일,,84.29
06월 06일,,85.02
06월 07일,,84.82
06월 08일,,84.10
06월 11일,,82.70
06월 12일,,83.32
06월 13일,,82.62
06월 14일,,83.91
06월 15일,,84.03
06월 18일,,83.27
06월 19일,,84.03
06월 20일,,81.80
06월 21일,,78.20
06월 22일,,79.76
06월 25일,,79.21
06월 26일,,79.36
06월 27일,,80.21
06월 28일,,77.69
06월 29일,,84.96
07월 02일,,83.75
07월 03일,,87.66
07월 05일,,87.22
07월 06일,,84.45
07월 09일,,85.99
07월 10일,,83.91
07월 11일,,85.81
07월 12일,,86.08
07월 13일,,87.10
07월 16일,,88.43
07월 17일,,89.22
07월 18일,,89.87
07월 19일,,92.66
07월 20일,,91.44
07월 23일,,88.14
07월 24일,,88.50
07월 25일,,88.97
07월 26일,,89.39
07월 27일,,90.13
07월 30일,,89.78
07월 31일,,88.06
08월 01일,,88.91
08월 02일,,87.13
08월 03일,,91.40
08월 06일,,92.20
08월 07일,,93.67
08월 08일,,93.35
08월 09일,,93.36
08월 10일,,92.87
08월 13일,,92.73
08월 14일,,93.43
08월 15일,,94.33
08월 16일,,95.60
08월 17일,,96.01
08월 20일,,95.97
08월 21일,,96.68
08월 22일,,97.26
08월 23일,,96.27
08월 24일,,96.15
08월 27일,,95.47
08월 28일,,96.33
08월 29일,,95.49
08월 30일,,94.62
08월 31일,,96.47
09월 04일,,95.30
09월 05일,,95.36
09월 06일,,95.53
09월 07일,,96.42
09월 10일,,96.54
09월 11일,,97.17
09월 12일,,97.01
09월 13일,,98.31
09월 14일,,99.00
09월 17일,,96.62
09월 18일,,95.29
09월 19일,,91.98
09월 20일,,91.87
09월 21일,,92.89
09월 24일,,91.93
09월 25일,,91.37
09월 26일,,89.98
09월 27일,,91.85
09월 28일,,92.19
10월 01일,,92.48
10월 02일,,91.89
10월 03일,,88.14
10월 04일,,91.71
10월 05일,,89.88
10월 08일,,89.33
10월 09일,,92.39
10월 10일,,91.25
10월 11일,,92.07
10월 12일,,91.86
10월 15일,,91.85
10월 16일,,92.09
10월 17일,,92.12
10월 18일,,92.10
10월 19일,,90.05
10월 22일,,88.73
10월 23일,,86.67
10월 24일,,85.73
10월 25일,,86.05
10월 26일,,86.28
10월 29일,,85.54
10월 30일,,85.68
10월 31일,,86.24
11월 01일,,87.09
11월 02일,,84.86
11월 05일,,85.65
11월 06일,,88.71
11월 07일,,84.44
11월 08일,,85.09
11월 09일,,86.07
11월 12일,,85.57
11월 13일,,85.38
11월 14일,,86.32
11월 15일,,85.45
11월 16일,,86.67
11월 19일,,89.28
11월 20일,,86.75
11월 21일,,87.38
11월 23일,,88.28
11월 26일,,87.74
11월 27일,,87.18
11월 28일,,86.49
11월 29일,,88.07
11월 30일,,88.91
12월 03일,,89.09
12월 04일,,88.50
12월 05일,,87.88
12월 06일,,86.26
12월 07일,,85.93
12월 10일,,85.56
12월 11일,,85.79
12월 12일,,86.77
12월 13일,,85.89
12월 14일,,86.73
12월 17일,,87.20
12월 18일,,87.93
12월 19일,,89.51
12월 20일,,90.13
12월 21일,,88.66
12월 24일,,88.61
12월 26일,,90.98
12월 27일,,90.87
12월 28일,,90.80
12월 31일,,91.82
전일비,,1.02
전주비,,3.21
전월동일비,,2.91
전년동일비,,-7.01
평균,,64.67
