﻿일,유종,WTI
05월 28일,,95.01
05월 29일,,93.13
05월 30일,,93.61
05월 31일,,91.97
06월 03일,,93.45
06월 04일,,93.31
06월 05일,,93.74
06월 06일,,94.76
06월 07일,,96.03
06월 10일,,95.77
06월 11일,,95.38
06월 12일,,95.88
06월 13일,,96.69
06월 14일,,97.85
06월 17일,,97.77
06월 18일,,98.44
06월 19일,,98.24
06월 20일,,95.40
06월 21일,,93.69
06월 24일,,95.18
06월 25일,,95.32
06월 26일,,95.50
06월 27일,,97.05
06월 28일,,96.56
07월 01일,,97.99
07월 02일,,99.60
07월 03일,,101.24
07월 05일,,103.22
07월 08일,,103.14
07월 09일,,103.53
07월 10일,,106.52
07월 11일,,104.91
07월 12일,,105.95
07월 15일,,106.32
07월 16일,,106.00
07월 17일,,106.48
07월 18일,,108.04
07월 19일,,108.05
07월 22일,,106.91
07월 23일,,107.23
07월 24일,,105.39
07월 25일,,105.49
07월 26일,,104.70
07월 29일,,104.55
07월 30일,,103.08
07월 31일,,105.03
08월 01일,,107.89
08월 02일,,106.94
08월 05일,,106.56
08월 06일,,105.30
08월 07일,,104.37
08월 08일,,103.40
08월 09일,,105.97
08월 12일,,106.11
08월 13일,,106.83
08월 14일,,106.85
08월 15일,,107.33
08월 16일,,107.46
08월 19일,,107.10
08월 20일,,104.96
08월 21일,,103.85
08월 22일,,105.03
08월 23일,,106.42
08월 26일,,105.92
08월 27일,,109.01
08월 28일,,110.10
08월 29일,,108.80
08월 30일,,107.65
09월 03일,,108.54
09월 04일,,107.23
09월 05일,,108.37
09월 06일,,110.53
09월 09일,,109.52
09월 10일,,107.39
09월 11일,,107.56
09월 12일,,108.60
09월 13일,,108.21
09월 16일,,106.59
09월 17일,,105.42
09월 18일,,108.07
09월 19일,,106.39
09월 20일,,104.67
09월 23일,,103.59
09월 24일,,103.13
09월 25일,,102.66
09월 26일,,103.03
09월 27일,,102.87
09월 30일,,102.33
10월 01일,,102.04
10월 02일,,104.10
10월 03일,,103.31
10월 04일,,103.84
10월 07일,,103.03
10월 08일,,103.49
10월 09일,,101.61
10월 10일,,103.01
10월 11일,,102.02
10월 14일,,102.41
10월 15일,,101.21
10월 16일,,102.29
10월 17일,,100.67
10월 18일,,100.81
10월 21일,,99.22
10월 22일,,97.80
10월 23일,,96.86
10월 24일,,97.11
10월 25일,,97.85
10월 28일,,98.68
10월 29일,,98.20
10월 30일,,96.77
10월 31일,,96.38
11월 01일,,94.61
11월 04일,,94.62
11월 05일,,93.37
11월 06일,,94.80
11월 07일,,94.20
11월 08일,,94.60
11월 11일,,95.14
11월 12일,,93.04
11월 13일,,93.88
11월 14일,,93.76
11월 15일,,93.84
11월 18일,,93.03
11월 19일,,93.34
11월 20일,,93.33
11월 21일,,95.44
11월 22일,,94.84
11월 25일,,94.09
11월 26일,,93.68
11월 27일,,92.30
11월 29일,,92.72
12월 02일,,93.82
12월 03일,,96.04
12월 04일,,97.20
12월 05일,,97.38
12월 06일,,97.65
12월 09일,,97.34
12월 10일,,98.51
12월 11일,,97.44
12월 12일,,97.50
12월 13일,,96.60
12월 16일,,97.48
12월 17일,,97.22
12월 18일,,97.80
12월 19일,,98.77
12월 20일,,99.32
12월 23일,,98.91
12월 24일,,99.22
12월 26일,,99.55
12월 27일,,100.32
12월 30일,,99.29
12월 31일,,98.42
01월 02일,,95.44
01월 03일,,93.96
01월 06일,,93.43
01월 07일,,93.67
01월 08일,,92.33
01월 09일,,91.66
01월 10일,,92.72
01월 13일,,91.80
01월 14일,,92.59
01월 15일,,94.17
01월 16일,,93.96
01월 17일,,94.37
01월 21일,,94.99
01월 22일,,96.73
01월 23일,,97.32
01월 24일,,96.64
01월 27일,,95.72
01월 28일,,97.41
01월 29일,,97.36
01월 30일,,98.23
01월 31일,,97.49
02월 03일,,96.43
02월 04일,,97.19
02월 05일,,97.38
02월 06일,,97.84
02월 07일,,99.88
02월 10일,,100.06
02월 11일,,99.94
02월 12일,,100.37
02월 13일,,100.35
02월 14일,,100.30
02월 18일,,102.43
02월 19일,,103.31
02월 20일,,102.92
02월 21일,,102.20
02월 24일,,102.82
02월 25일,,101.83
02월 26일,,102.59
02월 27일,,102.40
02월 28일,,102.59
03월 03일,,104.92
03월 04일,,103.33
03월 05일,,101.45
03월 06일,,101.56
03월 07일,,102.58
03월 10일,,101.12
03월 11일,,100.03
03월 12일,,97.99
03월 13일,,98.20
03월 14일,,98.89
03월 17일,,98.08
03월 18일,,99.70
03월 19일,,100.37
03월 20일,,99.43
03월 21일,,99.46
03월 24일,,99.60
03월 25일,,99.19
03월 26일,,100.26
03월 27일,,101.28
03월 28일,,101.67
03월 31일,,101.58
04월 01일,,99.74
04월 02일,,99.62
04월 03일,,100.29
04월 04일,,101.14
04월 07일,,100.44
04월 08일,,102.56
04월 09일,,103.60
04월 10일,,103.40
04월 11일,,103.74
04월 14일,,104.05
04월 15일,,103.75
04월 16일,,103.76
04월 17일,,104.30
04월 21일,,104.37
04월 22일,,102.13
04월 23일,,101.44
04월 24일,,101.94
04월 25일,,100.60
04월 28일,,100.84
04월 29일,,101.28
04월 30일,,99.74
05월 01일,,99.42
05월 02일,,99.76
05월 05일,,99.48
05월 06일,,99.50
05월 07일,,100.77
05월 08일,,100.26
05월 09일,,99.99
05월 12일,,100.59
05월 13일,,101.70
05월 14일,,102.37
05월 15일,,101.50
05월 16일,,102.02
05월 19일,,102.61
05월 20일,,102.44
05월 21일,,104.07
05월 22일,,103.74
05월 23일,,104.35
05월 27일,,104.11
05월 28일,,102.72
05월 29일,,103.58
05월 30일,,102.71
06월 02일,,102.47
06월 03일,,102.66
06월 04일,,102.64
06월 05일,,102.48
06월 06일,,102.66
06월 09일,,104.41
06월 10일,,104.35
06월 11일,,104.40
06월 12일,,106.53
06월 13일,,106.91
06월 16일,,106.90
06월 17일,,106.36
06월 18일,,105.97
06월 19일,,106.43
06월 20일,,107.26
06월 23일,,106.17
06월 24일,,106.03
06월 25일,,106.50
06월 26일,,105.84
06월 27일,,105.74
06월 30일,,105.37
07월 01일,,105.34
07월 02일,,104.48
07월 03일,,104.06
07월 07일,,103.53
07월 08일,,103.40
07월 09일,,102.29
07월 10일,,102.93
07월 11일,,100.83
07월 14일,,100.91
07월 15일,,99.96
07월 16일,,101.20
07월 17일,,103.19
07월 18일,,103.13
07월 21일,,104.59
07월 22일,,104.42
07월 23일,,103.12
07월 24일,,102.07
07월 25일,,102.09
07월 28일,,101.67
07월 29일,,100.97
07월 30일,,100.27
07월 31일,,98.17
08월 01일,,97.88
08월 04일,,98.29
08월 05일,,97.38
08월 06일,,96.92
08월 07일,,97.34
08월 08일,,97.65
08월 11일,,98.08
08월 12일,,97.37
08월 13일,,97.59
08월 14일,,95.58
08월 15일,,97.35
08월 18일,,96.41
08월 19일,,94.48
08월 20일,,96.07
08월 21일,,93.96
08월 22일,,93.65
08월 25일,,93.35
08월 26일,,93.86
08월 27일,,93.88
08월 28일,,94.55
08월 29일,,95.96
09월 02일,,92.88
09월 03일,,95.54
09월 04일,,94.45
09월 05일,,93.29
09월 08일,,92.66
09월 09일,,92.75
09월 10일,,91.67
09월 11일,,92.83
09월 12일,,92.27
09월 15일,,92.92
09월 16일,,94.88
09월 17일,,94.42
09월 18일,,93.07
09월 19일,,92.41
09월 22일,,91.52
09월 23일,,91.56
09월 24일,,92.80
09월 25일,,92.53
09월 26일,,93.54
09월 29일,,94.57
09월 30일,,91.16
10월 01일,,90.73
10월 02일,,91.01
10월 03일,,89.74
10월 06일,,90.34
10월 07일,,88.85
10월 08일,,87.31
10월 09일,,85.77
10월 10일,,85.82
10월 13일,,85.74
10월 14일,,81.84
10월 15일,,81.78
10월 16일,,82.70
10월 17일,,82.75
10월 20일,,82.71
10월 21일,,82.81
10월 22일,,80.52
10월 23일,,82.09
10월 24일,,81.01
10월 27일,,81.00
10월 28일,,81.42
10월 29일,,82.20
10월 30일,,81.12
10월 31일,,80.54
11월 03일,,78.78
11월 04일,,77.19
11월 05일,,78.68
11월 06일,,77.91
11월 07일,,78.65
11월 10일,,77.40
11월 11일,,77.94
11월 12일,,77.18
11월 13일,,74.21
11월 14일,,75.82
11월 17일,,75.64
11월 18일,,74.61
11월 19일,,74.58
11월 20일,,75.58
11월 21일,,76.51
11월 24일,,75.78
11월 25일,,74.09
11월 26일,,73.69
11월 28일,,66.15
12월 01일,,69.00
12월 02일,,66.88
12월 03일,,67.38
12월 04일,,66.81
12월 05일,,65.84
12월 08일,,63.05
12월 09일,,63.82
12월 10일,,60.94
12월 11일,,59.95
12월 12일,,57.81
12월 15일,,55.91
12월 16일,,55.93
12월 17일,,56.47
12월 18일,,54.11
12월 19일,,56.52
12월 22일,,55.26
12월 23일,,57.12
12월 24일,,55.84
12월 26일,,54.73
12월 29일,,53.61
12월 30일,,54.12
12월 31일,,53.27
01월 02일,,52.69
01월 05일,,50.04
01월 06일,,47.93
01월 07일,,48.65
01월 08일,,48.79
01월 09일,,48.36
01월 12일,,46.07
01월 13일,,45.89
01월 14일,,48.48
01월 15일,,46.25
01월 16일,,48.69
01월 20일,,46.39
01월 21일,,47.78
01월 22일,,46.31
01월 23일,,45.59
01월 26일,,45.15
01월 27일,,46.23
01월 28일,,44.45
01월 29일,,44.53
01월 30일,,48.24
02월 02일,,49.57
02월 03일,,53.05
02월 04일,,48.45
02월 05일,,50.48
02월 06일,,51.69
02월 09일,,52.86
02월 10일,,50.02
02월 11일,,48.84
02월 12일,,51.21
02월 13일,,52.78
02월 17일,,53.53
02월 18일,,52.14
02월 19일,,51.16
02월 20일,,50.34
02월 23일,,49.45
02월 24일,,49.28
02월 25일,,50.99
02월 26일,,48.17
02월 27일,,49.76
03월 02일,,49.59
03월 03일,,50.52
03월 04일,,51.53
03월 05일,,50.76
03월 06일,,49.61
03월 09일,,50.00
03월 10일,,48.29
03월 11일,,48.17
03월 12일,,47.05
03월 13일,,44.84
03월 16일,,43.88
03월 17일,,43.46
03월 18일,,44.66
03월 19일,,43.96
03월 20일,,45.72
03월 23일,,47.45
03월 24일,,47.51
03월 25일,,49.21
03월 26일,,51.43
03월 27일,,48.87
03월 30일,,48.68
03월 31일,,47.60
04월 01일,,50.09
04월 02일,,49.14
04월 06일,,52.14
04월 07일,,53.98
04월 08일,,50.42
04월 09일,,50.79
04월 10일,,51.64
04월 13일,,51.91
04월 14일,,53.29
04월 15일,,56.39
04월 16일,,56.71
04월 17일,,55.74
04월 20일,,56.38
04월 21일,,55.26
04월 22일,,56.16
04월 23일,,57.74
04월 24일,,57.15
04월 27일,,56.99
04월 28일,,57.06
04월 29일,,58.58
04월 30일,,59.63
05월 01일,,59.15
05월 04일,,58.93
05월 05일,,60.40
05월 06일,,60.93
05월 07일,,58.94
05월 08일,,59.39
05월 11일,,59.25
05월 12일,,60.75
05월 13일,,60.50
05월 14일,,59.88
05월 15일,,59.69
05월 18일,,59.43
05월 19일,,57.26
05월 20일,,58.98
05월 21일,,60.72
05월 22일,,59.72
05월 26일,,58.03
05월 27일,,57.51
05월 28일,,57.68
05월 29일,,60.30
06월 01일,,60.20
06월 02일,,61.26
06월 03일,,59.64
06월 04일,,58.00
06월 05일,,59.13
06월 08일,,58.14
06월 09일,,60.14
06월 10일,,61.43
06월 11일,,60.77
06월 12일,,59.96
06월 15일,,59.52
06월 16일,,59.97
06월 17일,,59.92
06월 18일,,60.45
06월 19일,,59.61
06월 22일,,59.68
06월 23일,,61.01
06월 24일,,60.27
06월 25일,,59.70
06월 26일,,59.63
06월 29일,,58.33
06월 30일,,59.47
07월 01일,,56.96
07월 02일,,56.93
07월 06일,,52.53
07월 07일,,52.33
07월 08일,,51.65
07월 09일,,52.78
07월 10일,,52.74
07월 13일,,52.20
07월 14일,,53.04
07월 15일,,51.41
07월 16일,,50.91
07월 17일,,50.89
07월 20일,,50.15
07월 21일,,50.36
07월 22일,,49.19
07월 23일,,48.45
07월 24일,,48.14
07월 27일,,47.39
07월 28일,,47.98
07월 29일,,48.79
07월 30일,,48.52
07월 31일,,47.12
08월 03일,,45.17
08월 04일,,45.74
08월 05일,,45.15
08월 06일,,44.66
08월 07일,,43.87
08월 10일,,44.96
08월 11일,,43.08
08월 12일,,43.30
08월 13일,,42.23
08월 14일,,42.50
08월 17일,,41.87
08월 18일,,42.62
08월 19일,,40.80
08월 20일,,41.14
08월 21일,,40.45
08월 24일,,38.24
08월 25일,,39.31
08월 26일,,38.60
08월 27일,,42.56
08월 28일,,45.22
08월 31일,,49.20
09월 01일,,45.41
09월 02일,,46.25
09월 03일,,46.75
09월 04일,,46.05
09월 08일,,45.94
09월 09일,,44.15
09월 10일,,45.92
09월 11일,,44.63
09월 14일,,44.00
09월 15일,,44.59
09월 16일,,47.15
09월 17일,,46.90
09월 18일,,44.68
09월 21일,,46.68
09월 22일,,45.83
09월 23일,,44.48
09월 24일,,44.91
09월 25일,,45.70
09월 28일,,44.43
09월 29일,,45.23
09월 30일,,45.09
10월 01일,,44.74
10월 02일,,45.54
10월 05일,,46.26
10월 06일,,48.53
10월 07일,,47.81
10월 08일,,49.43
10월 09일,,49.63
10월 12일,,47.10
10월 13일,,46.66
10월 14일,,46.64
10월 15일,,46.38
10월 16일,,47.26
10월 19일,,45.89
10월 20일,,45.55
10월 21일,,45.20
10월 22일,,45.38
10월 23일,,44.60
10월 26일,,43.98
10월 27일,,43.20
10월 28일,,45.94
10월 29일,,46.06
10월 30일,,46.59
11월 02일,,46.14
11월 03일,,47.90
11월 04일,,46.32
11월 05일,,45.20
11월 06일,,44.29
11월 09일,,43.87
11월 10일,,44.21
11월 11일,,42.93
11월 12일,,41.75
11월 13일,,40.74
11월 16일,,41.74
11월 17일,,40.67
11월 18일,,40.75
11월 19일,,40.54
11월 20일,,40.39
11월 23일,,41.75
11월 24일,,42.87
11월 25일,,43.04
11월 27일,,41.71
11월 30일,,41.65
12월 01일,,41.85
12월 02일,,39.94
12월 03일,,41.08
12월 04일,,39.97
12월 07일,,37.65
12월 08일,,37.51
12월 09일,,37.16
12월 10일,,36.76
12월 11일,,35.62
12월 14일,,36.31
12월 15일,,37.35
12월 16일,,35.52
12월 17일,,34.95
12월 18일,,34.73
12월 21일,,34.74
12월 22일,,36.14
12월 23일,,37.50
12월 24일,,38.10
12월 28일,,36.81
12월 29일,,37.87
12월 30일,,36.60
12월 31일,,37.04
01월 04일,,36.76
01월 05일,,35.97
01월 06일,,33.97
01월 07일,,33.27
01월 08일,,33.16
01월 11일,,31.41
01월 12일,,30.44
01월 13일,,30.48
01월 14일,,31.20
01월 15일,,29.42
01월 19일,,28.46
01월 20일,,26.55
01월 21일,,29.53
01월 22일,,32.19
01월 25일,,30.34
01월 26일,,31.45
01월 27일,,32.30
01월 28일,,33.22
01월 29일,,33.62
02월 01일,,31.62
02월 02일,,29.88
02월 03일,,32.28
02월 04일,,31.72
02월 05일,,30.89
02월 08일,,29.69
02월 09일,,27.94
02월 10일,,27.45
02월 11일,,26.21
02월 12일,,29.44
02월 16일,,29.04
02월 17일,,30.66
02월 18일,,30.77
02월 19일,,29.64
02월 22일,,31.48
02월 23일,,31.87
02월 24일,,32.15
02월 25일,,33.07
02월 26일,,32.78
02월 29일,,33.75
03월 01일,,34.40
03월 02일,,34.66
03월 03일,,34.57
03월 04일,,35.92
03월 07일,,37.90
03월 08일,,36.50
03월 09일,,38.29
03월 10일,,37.84
03월 11일,,38.50
03월 14일,,37.18
03월 15일,,36.34
03월 16일,,38.46
03월 17일,,40.20
03월 18일,,39.44
03월 21일,,39.91
03월 22일,,41.45
03월 23일,,39.79
03월 24일,,39.46
03월 28일,,39.39
03월 29일,,38.28
03월 30일,,38.32
03월 31일,,38.34
04월 01일,,36.79
04월 04일,,35.70
04월 05일,,35.89
04월 06일,,37.75
04월 07일,,37.26
04월 08일,,39.72
04월 11일,,40.36
04월 12일,,42.17
04월 13일,,41.76
04월 14일,,41.50
04월 15일,,40.36
04월 18일,,39.78
04월 19일,,41.08
04월 20일,,42.63
04월 21일,,43.18
04월 22일,,43.73
04월 25일,,42.64
04월 26일,,44.04
04월 27일,,45.33
04월 28일,,46.03
04월 29일,,45.92
05월 02일,,44.78
05월 03일,,43.65
05월 04일,,43.78
05월 05일,,44.32
05월 06일,,44.66
05월 09일,,43.44
05월 10일,,44.66
05월 11일,,46.23
05월 12일,,46.70
05월 13일,,46.21
05월 16일,,47.72
05월 17일,,48.31
05월 18일,,48.19
05월 19일,,48.16
05월 20일,,47.75
05월 23일,,48.08
05월 24일,,48.62
05월 25일,,49.56
05월 26일,,49.48
05월 27일,,49.33
05월 31일,,49.10
06월 01일,,49.01
06월 02일,,49.17
06월 03일,,48.62
06월 06일,,49.69
06월 07일,,50.36
06월 08일,,51.23
06월 09일,,50.56
06월 10일,,49.07
06월 13일,,48.88
06월 14일,,48.49
06월 15일,,48.01
06월 16일,,46.21
06월 17일,,47.98
06월 20일,,49.37
06월 21일,,48.85
06월 22일,,49.13
06월 23일,,50.11
06월 24일,,47.64
06월 27일,,46.33
06월 28일,,47.85
06월 29일,,49.88
06월 30일,,48.33
07월 01일,,48.99
07월 05일,,46.60
07월 06일,,47.43
07월 07일,,45.14
07월 08일,,45.41
07월 11일,,44.76
07월 12일,,46.80
07월 13일,,44.75
07월 14일,,45.68
07월 15일,,45.95
07월 18일,,45.24
07월 19일,,44.65
07월 20일,,44.94
07월 21일,,44.75
07월 22일,,44.19
07월 25일,,43.13
07월 26일,,42.92
07월 27일,,41.92
07월 28일,,41.14
07월 29일,,41.60
08월 01일,,40.06
08월 02일,,39.51
08월 03일,,40.83
08월 04일,,41.93
08월 05일,,41.80
08월 08일,,43.02
08월 09일,,42.77
08월 10일,,41.71
08월 11일,,43.49
08월 12일,,44.49
08월 15일,,45.74
08월 16일,,46.58
08월 17일,,46.79
08월 18일,,48.22
08월 19일,,48.52
08월 22일,,47.05
08월 23일,,48.10
08월 24일,,46.77
08월 25일,,47.33
08월 26일,,47.64
08월 29일,,46.98
08월 30일,,46.35
08월 31일,,44.70
09월 01일,,43.16
09월 02일,,44.44
09월 06일,,44.83
09월 07일,,45.50
09월 08일,,47.62
09월 09일,,45.88
09월 12일,,46.29
09월 13일,,44.90
09월 14일,,43.58
09월 15일,,43.91
09월 16일,,43.03
09월 19일,,43.30
09월 20일,,43.44
09월 21일,,45.34
09월 22일,,46.32
09월 23일,,44.48
09월 26일,,45.93
09월 27일,,44.67
09월 28일,,47.05
09월 29일,,47.83
09월 30일,,48.24
10월 03일,,48.81
10월 04일,,48.69
10월 05일,,49.83
10월 06일,,50.44
10월 07일,,49.81
10월 10일,,51.35
10월 11일,,50.79
10월 12일,,50.18
10월 13일,,50.44
10월 14일,,50.35
10월 17일,,49.94
10월 18일,,50.29
10월 19일,,51.60
10월 20일,,50.43
10월 21일,,50.85
10월 24일,,50.52
10월 25일,,49.96
10월 26일,,49.18
10월 27일,,49.72
10월 28일,,48.70
10월 31일,,46.86
11월 01일,,46.67
11월 02일,,45.34
11월 03일,,44.66
11월 04일,,44.07
11월 07일,,44.89
11월 08일,,44.98
11월 09일,,45.27
11월 10일,,44.66
11월 11일,,43.41
11월 14일,,43.32
11월 15일,,45.81
11월 16일,,45.57
11월 17일,,45.42
11월 18일,,45.69
11월 21일,,47.49
11월 22일,,48.03
11월 23일,,47.96
11월 25일,,46.06
11월 28일,,47.08
11월 29일,,45.23
11월 30일,,49.44
12월 01일,,51.06
12월 02일,,51.68
12월 05일,,51.79
12월 06일,,50.93
12월 07일,,49.77
12월 08일,,50.84
12월 09일,,51.50
12월 12일,,52.83
12월 13일,,52.98
12월 14일,,51.04
12월 15일,,50.90
12월 16일,,51.90
12월 19일,,52.12
12월 20일,,52.23
12월 21일,,52.49
12월 22일,,52.95
12월 23일,,53.02
12월 27일,,53.90
12월 28일,,54.06
12월 29일,,53.77
12월 30일,,53.72
전일비,,-0.05
전주비,,0.70
전월동일비,,4.28
전년동일비,,17.12
평균,,98.09
