﻿일,유종,WTI
02월 22일,,61.01
02월 23일,,60.54
02월 24일,,62.91
02월 27일,,61.00
02월 28일,,61.41
03월 01일,,61.97
03월 02일,,63.36
03월 03일,,63.67
03월 06일,,62.41
03월 07일,,61.58
03월 08일,,60.02
03월 09일,,60.47
03월 10일,,59.96
03월 13일,,61.77
03월 14일,,63.10
03월 15일,,62.17
03월 16일,,63.58
03월 17일,,62.77
03월 20일,,60.42
03월 21일,,60.57
03월 22일,,61.77
03월 23일,,63.91
03월 24일,,64.26
03월 27일,,64.16
03월 28일,,66.07
03월 29일,,66.45
03월 30일,,67.15
03월 31일,,66.63
04월 03일,,66.74
04월 04일,,66.23
04월 05일,,67.07
04월 06일,,67.94
04월 07일,,67.39
04월 10일,,68.74
04월 11일,,68.98
04월 12일,,68.62
04월 13일,,69.32
04월 17일,,70.40
04월 18일,,71.35
04월 19일,,72.17
04월 20일,,71.95
04월 21일,,75.17
04월 24일,,73.33
04월 25일,,72.88
04월 26일,,71.93
04월 27일,,70.97
04월 28일,,71.88
05월 01일,,73.70
05월 02일,,74.61
05월 03일,,72.28
05월 04일,,69.94
05월 05일,,70.19
05월 08일,,69.77
05월 09일,,70.69
05월 10일,,72.13
05월 11일,,73.32
05월 12일,,72.04
05월 15일,,69.41
05월 16일,,69.53
05월 17일,,68.69
05월 18일,,69.45
05월 19일,,68.53
05월 22일,,69.23
05월 23일,,71.76
05월 24일,,69.86
05월 25일,,71.32
05월 26일,,71.37
05월 30일,,72.03
05월 31일,,71.29
06월 01일,,70.34
06월 02일,,72.33
06월 05일,,72.60
06월 06일,,72.50
06월 07일,,70.82
06월 08일,,70.35
06월 09일,,71.63
06월 12일,,70.36
06월 13일,,68.56
06월 14일,,69.14
06월 15일,,69.50
06월 16일,,69.88
06월 19일,,68.98
06월 20일,,68.94
06월 21일,,70.33
06월 22일,,70.84
06월 23일,,70.87
06월 26일,,71.80
06월 27일,,71.92
06월 28일,,72.19
06월 29일,,73.52
06월 30일,,73.93
07월 05일,,75.19
07월 06일,,75.14
07월 07일,,74.09
07월 10일,,73.61
07월 11일,,74.16
07월 12일,,74.95
07월 13일,,76.70
07월 14일,,77.03
07월 17일,,75.30
07월 18일,,73.54
07월 19일,,72.66
07월 20일,,73.08
07월 21일,,74.43
07월 24일,,75.05
07월 25일,,73.75
07월 26일,,73.94
07월 27일,,74.54
07월 28일,,73.24
07월 31일,,74.40
08월 01일,,74.91
08월 02일,,75.81
08월 03일,,75.46
08월 04일,,74.76
08월 07일,,76.98
08월 08일,,76.31
08월 09일,,76.35
08월 10일,,74.00
08월 11일,,74.35
08월 14일,,73.53
08월 15일,,73.05
08월 16일,,71.89
08월 17일,,70.06
08월 18일,,71.14
08월 21일,,72.45
08월 22일,,72.63
08월 23일,,71.76
08월 24일,,72.36
08월 25일,,72.51
08월 28일,,70.61
08월 29일,,69.71
08월 30일,,70.03
08월 31일,,70.26
09월 01일,,69.19
09월 05일,,68.60
09월 06일,,67.50
09월 07일,,67.32
09월 08일,,66.25
09월 11일,,65.61
09월 12일,,63.76
09월 13일,,63.97
09월 14일,,63.22
09월 15일,,63.33
09월 18일,,63.80
09월 19일,,61.66
09월 20일,,60.46
09월 21일,,61.59
09월 22일,,60.55
09월 25일,,61.45
09월 26일,,61.01
09월 27일,,62.96
09월 28일,,62.76
09월 29일,,62.91
10월 02일,,61.03
10월 03일,,58.68
10월 04일,,59.41
10월 05일,,60.03
10월 06일,,59.76
10월 09일,,59.96
10월 10일,,58.52
10월 11일,,57.59
10월 12일,,57.86
10월 13일,,58.57
10월 16일,,59.94
10월 17일,,58.93
10월 18일,,57.65
10월 19일,,58.50
10월 20일,,56.82
10월 23일,,58.81
10월 24일,,59.35
10월 25일,,61.40
10월 26일,,60.36
10월 27일,,60.75
10월 30일,,58.36
10월 31일,,58.73
11월 01일,,58.71
11월 02일,,57.88
11월 03일,,59.14
11월 06일,,60.02
11월 07일,,58.93
11월 08일,,59.83
11월 09일,,61.16
11월 10일,,59.59
11월 13일,,58.58
11월 14일,,58.28
11월 15일,,58.76
11월 16일,,56.26
11월 17일,,55.81
11월 20일,,58.80
11월 21일,,60.17
11월 22일,,59.24
11월 27일,,60.32
11월 28일,,60.99
11월 29일,,62.46
11월 30일,,63.13
12월 01일,,63.43
12월 04일,,62.44
12월 05일,,62.43
12월 06일,,62.19
12월 07일,,62.49
12월 08일,,62.03
12월 11일,,61.22
12월 12일,,61.02
12월 13일,,61.37
12월 14일,,62.51
12월 15일,,63.43
12월 18일,,62.21
12월 19일,,63.15
12월 20일,,63.72
12월 21일,,62.66
12월 22일,,62.41
12월 26일,,61.10
12월 27일,,60.34
12월 28일,,60.53
12월 29일,,61.05
01월 03일,,58.32
01월 04일,,55.59
01월 05일,,56.31
01월 08일,,56.09
01월 09일,,55.64
01월 10일,,54.02
01월 11일,,51.88
01월 12일,,52.99
01월 16일,,51.21
01월 17일,,52.24
01월 18일,,50.48
01월 19일,,51.99
01월 22일,,51.13
01월 23일,,55.04
01월 24일,,55.37
01월 25일,,54.23
01월 26일,,55.42
01월 29일,,54.01
01월 30일,,56.97
01월 31일,,58.14
02월 01일,,57.30
02월 02일,,59.02
02월 05일,,58.74
02월 06일,,58.88
02월 07일,,57.71
02월 08일,,59.71
02월 09일,,59.89
02월 12일,,57.81
02월 13일,,59.06
02월 14일,,58.00
02월 15일,,57.99
02월 16일,,59.39
02월 20일,,58.07
02월 21일,,60.07
02월 22일,,60.95
02월 23일,,61.14
02월 26일,,61.39
02월 27일,,61.46
02월 28일,,61.79
03월 01일,,62.00
03월 02일,,61.64
03월 05일,,60.07
03월 06일,,60.69
03월 07일,,61.82
03월 08일,,61.64
03월 09일,,60.05
03월 12일,,58.91
03월 13일,,57.93
03월 14일,,58.16
03월 15일,,57.55
03월 16일,,57.11
03월 19일,,56.59
03월 20일,,56.73
03월 21일,,59.61
03월 22일,,61.69
03월 23일,,62.28
03월 26일,,62.91
03월 27일,,62.93
03월 28일,,64.08
03월 29일,,66.03
03월 30일,,65.87
04월 02일,,65.94
04월 03일,,64.64
04월 04일,,64.38
04월 05일,,64.28
04월 09일,,61.51
04월 10일,,61.89
04월 11일,,62.01
04월 12일,,63.85
04월 13일,,63.63
04월 16일,,63.61
04월 17일,,63.10
04월 18일,,63.13
04월 19일,,61.83
04월 20일,,63.38
04월 23일,,65.89
04월 24일,,64.58
04월 25일,,65.84
04월 26일,,65.06
04월 27일,,66.46
04월 30일,,65.71
05월 01일,,64.40
05월 02일,,63.68
05월 03일,,63.19
05월 04일,,61.93
05월 07일,,61.47
05월 08일,,62.26
05월 09일,,61.55
05월 10일,,61.81
05월 11일,,62.37
05월 14일,,62.46
05월 15일,,63.17
05월 16일,,62.55
05월 17일,,64.86
05월 18일,,64.94
05월 21일,,66.27
05월 22일,,64.97
05월 23일,,65.77
05월 24일,,64.18
05월 25일,,65.20
05월 29일,,63.15
05월 30일,,63.49
05월 31일,,64.01
06월 01일,,65.08
06월 04일,,66.21
06월 05일,,65.61
06월 06일,,65.96
06월 07일,,66.93
06월 08일,,64.76
06월 11일,,65.97
06월 12일,,65.35
06월 13일,,66.26
06월 14일,,67.65
06월 15일,,68.00
06월 18일,,69.09
06월 19일,,69.10
06월 20일,,68.19
06월 21일,,68.65
06월 22일,,69.14
06월 25일,,69.18
06월 26일,,67.77
06월 27일,,68.97
06월 28일,,69.57
06월 29일,,70.68
07월 02일,,71.09
07월 03일,,71.41
07월 05일,,71.81
07월 06일,,72.81
07월 09일,,72.19
07월 10일,,72.81
07월 11일,,72.56
07월 12일,,72.50
07월 13일,,73.93
07월 16일,,74.15
07월 17일,,74.02
07월 18일,,75.05
07월 19일,,75.92
07월 20일,,75.57
07월 23일,,74.89
07월 24일,,73.56
07월 25일,,75.88
07월 26일,,74.95
07월 27일,,77.02
07월 30일,,76.83
07월 31일,,78.21
08월 01일,,76.53
08월 02일,,76.86
08월 03일,,75.48
08월 06일,,72.06
08월 07일,,72.42
08월 08일,,72.15
08월 09일,,71.59
08월 10일,,71.47
08월 13일,,71.62
08월 14일,,72.38
08월 15일,,73.33
08월 16일,,71.00
08월 17일,,71.98
08월 20일,,71.12
08월 21일,,69.47
08월 22일,,69.26
08월 23일,,69.83
08월 24일,,71.09
08월 27일,,71.97
08월 28일,,71.73
08월 29일,,73.51
08월 30일,,73.36
08월 31일,,74.04
09월 04일,,75.08
09월 05일,,75.73
09월 06일,,76.30
09월 07일,,76.70
09월 10일,,77.49
09월 11일,,78.23
09월 12일,,79.91
09월 13일,,80.09
09월 14일,,79.10
09월 17일,,80.57
09월 18일,,81.51
09월 19일,,81.93
09월 20일,,83.32
09월 21일,,81.62
09월 24일,,80.95
09월 25일,,79.53
09월 26일,,80.30
09월 27일,,82.88
09월 28일,,81.66
10월 01일,,80.24
10월 02일,,80.05
10월 03일,,79.94
10월 04일,,81.44
10월 05일,,81.22
10월 08일,,79.02
10월 09일,,80.26
10월 10일,,81.30
10월 11일,,83.08
10월 12일,,83.69
10월 15일,,86.13
10월 16일,,87.61
10월 17일,,87.40
10월 18일,,89.47
10월 19일,,88.60
10월 22일,,87.56
10월 23일,,85.27
10월 24일,,87.10
10월 25일,,90.46
10월 26일,,91.86
10월 29일,,93.53
10월 30일,,90.38
10월 31일,,94.53
11월 01일,,93.49
11월 02일,,95.93
11월 05일,,93.98
11월 06일,,96.70
11월 07일,,96.37
11월 08일,,95.46
11월 09일,,96.32
11월 12일,,94.62
11월 13일,,91.17
11월 14일,,94.09
11월 15일,,93.43
11월 16일,,95.10
11월 19일,,94.64
11월 20일,,98.03
11월 21일,,97.29
11월 23일,,98.18
11월 26일,,97.70
11월 27일,,94.42
11월 28일,,90.62
11월 29일,,91.01
11월 30일,,88.71
12월 03일,,89.31
12월 04일,,88.32
12월 05일,,87.49
12월 06일,,90.23
12월 07일,,88.28
12월 10일,,87.86
12월 11일,,90.02
12월 12일,,94.39
12월 13일,,92.25
12월 14일,,91.27
12월 17일,,90.63
12월 18일,,90.49
12월 19일,,91.24
12월 20일,,91.06
12월 21일,,93.31
12월 24일,,94.13
12월 26일,,95.97
12월 27일,,96.62
12월 28일,,96.00
12월 31일,,95.98
01월 02일,,99.62
01월 03일,,99.18
01월 04일,,97.91
01월 07일,,95.09
01월 08일,,96.33
01월 09일,,95.67
01월 10일,,93.71
01월 11일,,92.69
01월 14일,,94.20
01월 15일,,91.90
01월 16일,,90.84
01월 17일,,90.13
01월 18일,,90.57
01월 22일,,89.85
01월 23일,,86.99
01월 24일,,89.41
01월 25일,,90.71
01월 28일,,90.99
01월 29일,,91.64
01월 30일,,92.33
01월 31일,,91.75
02월 01일,,88.96
02월 04일,,90.02
02월 05일,,88.41
02월 06일,,87.14
02월 07일,,88.11
02월 08일,,91.77
02월 11일,,93.59
02월 12일,,92.78
02월 13일,,93.27
02월 14일,,95.46
02월 15일,,95.50
02월 19일,,100.01
02월 20일,,100.74
02월 21일,,98.23
02월 22일,,98.81
02월 25일,,99.23
02월 26일,,100.88
02월 27일,,99.64
02월 28일,,102.59
02월 29일,,101.84
03월 03일,,102.45
03월 04일,,99.52
03월 05일,,104.52
03월 06일,,105.47
03월 07일,,105.15
03월 10일,,107.90
03월 11일,,108.75
03월 12일,,109.92
03월 13일,,110.33
03월 14일,,110.21
03월 17일,,105.68
03월 18일,,109.42
03월 19일,,104.48
03월 20일,,101.84
03월 24일,,100.86
03월 25일,,101.22
03월 26일,,105.90
03월 27일,,107.58
03월 28일,,105.62
03월 31일,,101.58
04월 01일,,100.98
04월 02일,,104.83
04월 03일,,103.83
04월 04일,,106.23
04월 07일,,109.09
04월 08일,,108.50
04월 09일,,110.87
04월 10일,,110.11
04월 11일,,110.14
04월 14일,,111.76
04월 15일,,113.79
04월 16일,,114.93
04월 17일,,114.86
04월 18일,,116.69
04월 21일,,117.48
04월 22일,,119.37
04월 23일,,118.30
04월 24일,,116.06
04월 25일,,118.52
04월 28일,,118.75
04월 29일,,115.63
04월 30일,,113.46
05월 01일,,112.52
05월 02일,,116.32
05월 05일,,119.97
05월 06일,,121.84
05월 07일,,123.53
05월 08일,,123.69
05월 09일,,125.96
05월 12일,,124.23
05월 13일,,125.80
05월 14일,,124.22
05월 15일,,124.12
05월 16일,,126.29
05월 19일,,127.05
05월 20일,,129.07
05월 21일,,133.17
05월 22일,,130.81
05월 23일,,132.19
05월 27일,,128.85
05월 28일,,131.03
05월 29일,,126.62
05월 30일,,127.35
06월 02일,,127.76
06월 03일,,124.31
06월 04일,,122.30
06월 05일,,127.79
06월 06일,,138.54
06월 09일,,134.35
06월 10일,,131.31
06월 11일,,136.38
06월 12일,,136.74
06월 13일,,134.86
06월 16일,,134.61
06월 17일,,134.01
06월 18일,,136.68
06월 19일,,131.93
06월 20일,,134.62
06월 23일,,136.74
06월 24일,,137.00
06월 25일,,134.55
06월 26일,,139.64
06월 27일,,140.21
06월 30일,,140.00
07월 01일,,140.97
07월 02일,,143.57
07월 03일,,145.29
07월 07일,,141.37
07월 08일,,136.04
07월 09일,,136.05
07월 10일,,141.65
07월 11일,,145.08
07월 14일,,145.18
07월 15일,,138.74
07월 16일,,134.60
07월 17일,,129.29
07월 18일,,128.88
07월 21일,,131.04
07월 22일,,127.95
07월 23일,,124.44
07월 24일,,125.49
07월 25일,,123.26
07월 28일,,124.73
07월 29일,,122.19
07월 30일,,126.77
07월 31일,,124.08
08월 01일,,125.10
08월 04일,,121.41
08월 05일,,119.17
08월 06일,,118.58
08월 07일,,120.02
08월 08일,,115.20
08월 11일,,114.45
08월 12일,,113.01
08월 13일,,116.00
08월 14일,,115.01
08월 15일,,113.77
08월 18일,,112.87
08월 19일,,114.53
08월 20일,,114.98
08월 21일,,121.18
08월 22일,,114.59
08월 25일,,115.11
08월 26일,,116.27
08월 27일,,118.15
08월 28일,,115.59
08월 29일,,115.46
09월 02일,,109.71
09월 03일,,109.35
09월 04일,,107.89
09월 05일,,106.23
09월 08일,,106.34
09월 09일,,103.26
09월 10일,,102.58
09월 11일,,100.87
09월 12일,,101.18
09월 15일,,95.71
09월 16일,,91.15
09월 17일,,97.16
09월 18일,,97.88
09월 19일,,104.55
09월 22일,,120.92
09월 23일,,106.61
09월 24일,,105.73
09월 25일,,108.02
09월 26일,,106.89
09월 29일,,96.37
09월 30일,,100.64
10월 01일,,98.53
10월 02일,,93.97
10월 03일,,93.88
10월 06일,,87.81
10월 07일,,90.06
10월 08일,,88.95
10월 09일,,86.59
10월 10일,,77.70
10월 13일,,81.19
10월 14일,,78.63
10월 15일,,74.54
10월 16일,,69.85
10월 17일,,71.85
10월 20일,,74.25
10월 21일,,70.89
10월 22일,,66.75
10월 23일,,67.84
10월 24일,,64.15
10월 27일,,63.22
10월 28일,,62.73
10월 29일,,67.50
10월 30일,,65.96
10월 31일,,67.81
11월 03일,,63.91
11월 04일,,70.53
11월 05일,,65.30
11월 06일,,60.77
11월 07일,,61.04
11월 10일,,62.41
11월 11일,,59.33
11월 12일,,56.16
11월 13일,,58.24
11월 14일,,57.04
11월 17일,,54.95
11월 18일,,54.39
11월 19일,,53.62
11월 20일,,49.62
11월 21일,,49.93
11월 24일,,54.50
11월 25일,,50.77
11월 26일,,54.44
11월 28일,,54.43
12월 01일,,49.28
12월 02일,,46.96
12월 03일,,46.79
12월 04일,,43.67
12월 05일,,40.81
12월 08일,,43.71
12월 09일,,42.07
12월 10일,,43.52
12월 11일,,47.98
12월 12일,,46.28
12월 15일,,44.51
12월 16일,,43.60
12월 17일,,40.06
12월 18일,,36.22
12월 19일,,33.87
12월 22일,,39.91
12월 23일,,38.98
12월 24일,,35.35
12월 26일,,37.71
12월 29일,,40.02
12월 30일,,39.03
12월 31일,,44.60
전일비,,5.57
전주비,,9.25
전월동일비,,-9.83
전년동일비,,-51.40
평균,,57.80
