﻿일,유종,WTI
12월 26일,,32.49
12월 27일,,32.72
12월 30일,,31.37
12월 31일,,31.20
01월 02일,,31.85
01월 03일,,33.08
01월 06일,,32.10
01월 07일,,31.08
01월 08일,,30.56
01월 09일,,31.99
01월 10일,,31.68
01월 13일,,32.26
01월 14일,,32.37
01월 15일,,33.21
01월 16일,,33.66
01월 17일,,33.91
01월 21일,,34.61
01월 22일,,32.85
01월 23일,,32.25
01월 24일,,33.28
01월 27일,,32.29
01월 28일,,32.67
01월 29일,,33.63
01월 30일,,33.85
01월 31일,,33.51
02월 03일,,32.76
02월 04일,,33.58
02월 05일,,33.93
02월 06일,,34.16
02월 07일,,35.12
02월 10일,,34.48
02월 11일,,35.44
02월 12일,,35.77
02월 13일,,36.36
02월 14일,,36.80
02월 18일,,36.96
02월 19일,,37.16
02월 20일,,36.79
02월 21일,,35.58
02월 24일,,36.48
02월 25일,,36.06
02월 26일,,37.70
02월 27일,,37.20
02월 28일,,36.60
03월 03일,,35.88
03월 04일,,36.89
03월 05일,,36.69
03월 06일,,37.00
03월 07일,,37.78
03월 10일,,37.27
03월 11일,,36.72
03월 12일,,37.83
03월 13일,,36.01
03월 14일,,35.38
03월 17일,,34.93
03월 18일,,31.67
03월 19일,,29.88
03월 20일,,28.61
03월 21일,,26.91
03월 24일,,28.66
03월 25일,,27.97
03월 26일,,28.63
03월 27일,,30.37
03월 28일,,30.16
03월 31일,,31.04
04월 01일,,29.78
04월 02일,,28.56
04월 03일,,28.97
04월 04일,,28.62
04월 07일,,27.96
04월 08일,,28.00
04월 09일,,28.85
04월 10일,,27.46
04월 11일,,28.14
04월 14일,,28.63
04월 15일,,29.29
04월 16일,,29.18
04월 17일,,30.55
04월 21일,,30.87
04월 22일,,29.91
04월 23일,,26.65
04월 24일,,26.64
04월 25일,,26.26
04월 28일,,25.49
04월 29일,,25.24
04월 30일,,25.80
05월 01일,,26.03
05월 02일,,25.67
05월 05일,,26.49
05월 06일,,25.72
05월 07일,,26.23
05월 08일,,26.98
05월 09일,,27.72
05월 12일,,27.35
05월 13일,,28.50
05월 14일,,29.17
05월 15일,,28.74
05월 16일,,29.14
05월 19일,,28.83
05월 20일,,29.28
05월 21일,,29.03
05월 22일,,28.85
05월 23일,,29.16
05월 27일,,29.35
05월 28일,,28.58
05월 29일,,29.10
05월 30일,,29.56
06월 02일,,30.71
06월 03일,,30.67
06월 04일,,30.05
06월 05일,,30.74
06월 06일,,31.28
06월 09일,,31.45
06월 10일,,31.73
06월 11일,,32.36
06월 12일,,31.51
06월 13일,,30.65
06월 16일,,31.18
06월 17일,,31.07
06월 18일,,30.36
06월 19일,,29.96
06월 20일,,30.82
06월 23일,,29.17
06월 24일,,28.78
06월 25일,,29.95
06월 26일,,29.01
06월 27일,,29.27
06월 30일,,30.19
07월 01일,,30.40
07월 02일,,30.15
07월 03일,,30.42
07월 07일,,30.13
07월 08일,,30.22
07월 09일,,30.88
07월 10일,,31.06
07월 11일,,31.28
07월 14일,,31.27
07월 15일,,31.62
07월 16일,,31.05
07월 17일,,31.41
07월 18일,,31.96
07월 21일,,31.78
07월 22일,,30.19
07월 23일,,29.67
07월 24일,,30.22
07월 25일,,30.17
07월 28일,,30.11
07월 29일,,30.24
07월 30일,,30.68
07월 31일,,30.54
08월 01일,,32.31
08월 04일,,31.84
08월 05일,,32.22
08월 06일,,31.70
08월 07일,,32.39
08월 08일,,32.18
08월 11일,,32.01
08월 12일,,31.92
08월 13일,,30.78
08월 14일,,31.09
08월 15일,,31.05
08월 18일,,30.89
08월 19일,,30.70
08월 20일,,30.95
08월 21일,,31.88
08월 22일,,31.84
08월 25일,,31.56
08월 26일,,31.95
08월 27일,,31.21
08월 28일,,31.50
08월 29일,,31.57
09월 02일,,29.41
09월 03일,,29.49
09월 04일,,28.98
09월 05일,,28.88
09월 08일,,28.85
09월 09일,,29.18
09월 10일,,29.35
09월 11일,,28.82
09월 12일,,28.27
09월 15일,,28.14
09월 16일,,27.56
09월 17일,,27.03
09월 18일,,27.17
09월 19일,,27.03
09월 22일,,26.96
09월 23일,,27.13
09월 24일,,28.24
09월 25일,,28.29
09월 26일,,28.16
09월 29일,,28.40
09월 30일,,29.20
10월 01일,,29.39
10월 02일,,29.84
10월 03일,,30.40
10월 06일,,30.47
10월 07일,,30.41
10월 08일,,29.81
10월 09일,,31.01
10월 10일,,31.97
10월 13일,,31.95
10월 14일,,31.82
10월 15일,,31.77
10월 16일,,31.54
10월 17일,,30.68
10월 20일,,30.35
10월 21일,,30.18
10월 22일,,29.92
10월 23일,,30.30
10월 24일,,30.16
10월 27일,,29.92
10월 28일,,29.56
10월 29일,,28.91
10월 30일,,28.47
10월 31일,,29.11
11월 03일,,28.90
11월 04일,,28.75
11월 05일,,30.30
11월 06일,,30.26
11월 07일,,30.85
11월 10일,,30.88
11월 11일,,31.15
11월 12일,,31.33
11월 13일,,31.90
11월 14일,,32.37
11월 17일,,31.73
11월 18일,,33.28
11월 19일,,32.92
11월 20일,,32.86
11월 21일,,31.61
11월 24일,,29.74
11월 25일,,29.77
11월 26일,,30.41
12월 01일,,29.95
12월 02일,,30.78
12월 03일,,31.10
12월 04일,,31.26
12월 05일,,30.73
12월 08일,,32.10
12월 09일,,31.76
12월 10일,,31.88
12월 11일,,31.85
12월 12일,,33.04
12월 15일,,33.18
12월 16일,,32.89
12월 17일,,33.35
12월 18일,,33.71
12월 19일,,33.02
12월 22일,,31.87
12월 23일,,31.95
12월 24일,,32.86
12월 29일,,32.40
12월 30일,,32.79
12월 31일,,32.52
01월 05일,,33.78
01월 06일,,33.70
01월 07일,,33.62
01월 08일,,33.98
01월 09일,,34.31
01월 12일,,34.72
01월 13일,,34.43
01월 14일,,34.50
01월 15일,,33.44
01월 16일,,35.07
01월 20일,,36.20
01월 21일,,34.58
01월 22일,,34.93
01월 23일,,34.94
01월 26일,,34.47
01월 27일,,34.12
01월 28일,,33.62
01월 29일,,32.81
01월 30일,,33.05
02월 02일,,34.98
02월 03일,,34.10
02월 04일,,33.10
02월 05일,,33.08
02월 06일,,32.48
02월 09일,,32.83
02월 10일,,33.87
02월 11일,,34.00
02월 12일,,33.98
02월 13일,,34.56
02월 17일,,35.19
02월 18일,,35.45
02월 19일,,36.00
02월 20일,,35.60
02월 23일,,34.35
02월 24일,,34.58
02월 25일,,35.68
02월 26일,,35.51
02월 27일,,36.16
03월 01일,,36.86
03월 02일,,36.66
03월 03일,,35.80
03월 04일,,36.64
03월 05일,,37.26
03월 08일,,36.57
03월 09일,,36.28
03월 10일,,36.10
03월 11일,,36.78
03월 12일,,36.19
03월 15일,,37.44
03월 16일,,37.48
03월 17일,,38.18
03월 18일,,37.93
03월 19일,,38.08
03월 22일,,37.11
03월 23일,,37.45
03월 24일,,37.01
03월 25일,,35.51
03월 26일,,35.73
03월 29일,,35.45
03월 30일,,36.25
03월 31일,,35.76
04월 01일,,34.27
04월 02일,,34.39
04월 05일,,34.38
04월 06일,,34.97
04월 07일,,36.15
04월 08일,,37.14
04월 12일,,37.84
04월 13일,,37.21
04월 14일,,36.72
04월 15일,,37.57
04월 16일,,37.74
04월 19일,,37.42
04월 20일,,37.60
04월 21일,,35.73
04월 22일,,36.71
04월 23일,,36.46
04월 26일,,36.97
04월 27일,,37.53
04월 28일,,37.46
04월 29일,,37.31
04월 30일,,37.38
05월 03일,,38.21
05월 04일,,38.98
05월 05일,,39.57
05월 06일,,39.37
05월 07일,,39.93
05월 10일,,38.93
05월 11일,,40.06
05월 12일,,40.77
05월 13일,,41.08
05월 14일,,41.38
05월 17일,,41.55
05월 18일,,40.54
05월 19일,,41.50
05월 20일,,40.92
05월 21일,,39.93
05월 24일,,41.72
05월 25일,,41.14
05월 26일,,40.70
05월 27일,,39.44
05월 28일,,39.88
06월 01일,,42.33
06월 02일,,39.96
06월 03일,,39.28
06월 04일,,38.49
06월 07일,,38.66
06월 08일,,37.28
06월 09일,,37.54
06월 10일,,38.45
06월 14일,,37.59
06월 15일,,37.19
06월 16일,,37.32
06월 17일,,38.46
06월 18일,,38.75
06월 21일,,37.63
06월 22일,,38.11
06월 23일,,37.57
06월 24일,,37.93
06월 25일,,37.55
06월 28일,,36.24
06월 29일,,35.66
06월 30일,,37.05
07월 01일,,38.74
07월 02일,,38.39
07월 06일,,39.65
07월 07일,,39.08
07월 08일,,40.33
07월 09일,,39.96
07월 12일,,39.50
07월 13일,,39.44
07월 14일,,40.97
07월 15일,,40.77
07월 16일,,41.25
07월 19일,,41.64
07월 20일,,40.86
07월 21일,,40.58
07월 22일,,41.36
07월 23일,,41.71
07월 26일,,41.44
07월 27일,,41.84
07월 28일,,42.90
07월 29일,,42.75
07월 30일,,43.80
08월 02일,,43.82
08월 03일,,44.15
08월 04일,,42.83
08월 05일,,44.41
08월 06일,,43.95
08월 09일,,44.84
08월 10일,,44.52
08월 11일,,44.80
08월 12일,,45.50
08월 13일,,46.58
08월 16일,,46.05
08월 17일,,46.75
08월 18일,,47.27
08월 19일,,48.70
08월 20일,,47.86
08월 23일,,46.05
08월 24일,,45.21
08월 25일,,43.47
08월 26일,,43.10
08월 27일,,43.18
08월 30일,,42.28
08월 31일,,42.12
09월 01일,,44.00
09월 02일,,44.06
09월 03일,,43.99
09월 07일,,43.31
09월 08일,,42.77
09월 09일,,44.61
09월 10일,,42.81
09월 13일,,43.87
09월 14일,,44.39
09월 15일,,43.58
09월 16일,,43.88
09월 17일,,45.59
09월 20일,,46.35
09월 21일,,47.10
09월 22일,,48.35
09월 23일,,48.46
09월 24일,,48.88
09월 27일,,49.64
09월 28일,,49.90
09월 29일,,49.51
09월 30일,,49.64
10월 01일,,50.12
10월 04일,,49.91
10월 05일,,51.09
10월 06일,,52.02
10월 07일,,52.67
10월 08일,,53.31
10월 11일,,53.64
10월 12일,,52.51
10월 13일,,53.64
10월 14일,,54.76
10월 15일,,54.93
10월 18일,,53.67
10월 19일,,53.29
10월 20일,,54.92
10월 21일,,54.47
10월 22일,,55.17
10월 25일,,54.54
10월 26일,,55.17
10월 27일,,52.46
10월 28일,,50.92
10월 29일,,51.76
11월 01일,,50.13
11월 02일,,49.62
11월 03일,,50.88
11월 04일,,48.82
11월 05일,,49.61
11월 08일,,49.09
11월 09일,,47.37
11월 10일,,48.86
11월 11일,,47.42
11월 12일,,47.32
11월 15일,,46.87
11월 16일,,46.11
11월 17일,,46.84
11월 18일,,46.22
11월 19일,,48.44
11월 22일,,48.64
11월 23일,,48.94
11월 24일,,49.44
11월 29일,,49.76
11월 30일,,49.13
12월 01일,,45.49
12월 02일,,43.25
12월 03일,,42.54
12월 06일,,42.98
12월 07일,,41.46
12월 08일,,41.94
12월 09일,,42.53
12월 10일,,40.71
12월 13일,,41.01
12월 14일,,41.82
12월 15일,,44.19
12월 16일,,44.18
12월 17일,,46.28
12월 20일,,45.64
12월 21일,,45.76
12월 22일,,44.24
12월 23일,,44.18
12월 27일,,41.32
12월 28일,,41.77
12월 29일,,43.64
12월 30일,,43.45
전일비,,-0.19
전주비,,-0.73
전월동일비,,-5.68
전년동일비,,10.66
평균,,25.10
