Date,inflation_USA,inflation_kor,inflation_china,unemployment_kor
2001-02-10,2.9735714285714288,3.7521428571428572,0.72,4.667857142857143
2001-02-11,2.972857142857143,3.7657142857142856,0.72,4.664285714285715
2001-02-12,2.972142857142857,3.779285714285714,0.72,4.660714285714286
2001-02-13,2.9714285714285715,3.7928571428571427,0.72,4.6571428571428575
2001-02-14,2.9707142857142856,3.8064285714285715,0.72,4.6535714285714285
2001-02-15,2.9699999999999998,3.82,0.72,4.65
2001-02-16,2.9692857142857143,3.833571428571428,0.72,4.646428571428571
2001-02-17,2.9685714285714284,3.847142857142857,0.72,4.642857142857142
2001-02-18,2.967857142857143,3.8607142857142858,0.72,4.639285714285714
2001-02-19,2.967142857142857,3.874285714285714,0.72,4.635714285714285
2001-02-20,2.966428571428571,3.8878571428571425,0.72,4.632142857142857
2001-02-21,2.9657142857142857,3.9014285714285712,0.72,4.628571428571428
2001-02-22,2.965,3.915,0.72,4.625
2001-02-23,2.9642857142857144,3.9285714285714284,0.72,4.621428571428571
2001-02-24,2.9635714285714285,3.9421428571428567,0.72,4.617857142857143
